Date,s2_pm2_5
2019-03-18 18:00:00,51.11600000000001
2019-03-18 19:00:00,34.91108695652174
2019-03-18 20:00:00,40.414444444444435
2019-03-18 21:00:00,48.19739130434783
2019-03-18 22:00:00,45.897111111111116
2019-03-18 23:00:00,51.62222222222222
2019-03-19 00:00:00,62.223695652173895
2019-03-19 01:00:00,50.69977777777779
2019-03-19 02:00:00,51.72155555555556
2019-03-19 03:00:00,52.52260869565216
2019-03-19 04:00:00,56.8313333333333
2019-03-19 05:00:00,64.25577777777781
2019-03-19 06:00:00,38.478695652173904
2019-03-19 07:00:00,22.705217391304345
2019-03-19 08:00:00,21.30844444444444
2019-03-19 09:00:00,22.28304347826087
2019-03-19 10:00:00,34.31391304347826
2019-03-19 11:00:00,56.98866666666665
2019-03-19 12:00:00,42.267391304347825
2019-03-19 13:00:00,33.955
2019-03-19 14:00:00,17.06673913043478
2019-03-19 15:00:00,20.976222222222233
2019-03-19 16:00:00,34.65130434782609
2019-03-19 17:00:00,40.095777777777776
2019-03-19 18:00:00,38.870652173913044
2019-03-19 19:00:00,36.85760869565217
2019-03-19 20:00:00,36.93
